timestamp,open,high,low,close,volume
2024-01-01 00:00:00+00:00,100.0,101.10983884302706,100.0,100.88083171927353,2407.247800890443
2024-01-01 01:00:00+00:00,100.88083171927353,101.07769396197266,100.60732157627986,101.04735237104515,1440.5060939012087
2024-01-01 02:00:00+00:00,101.04735237104515,101.25141115880754,100.72407978624783,100.72407978624783,1755.911352948958
2024-01-01 03:00:00+00:00,100.72407978624783,100.72407978624783,99.89563483149493,100.58950576017007,4472.477178810313
2024-01-01 04:00:00+00:00,100.58950576017007,101.57341623811747,100.58950576017007,101.46298263754628,3002.0608283870633
2024-01-01 05:00:00+00:00,101.46298263754628,101.95602330981578,101.2660937917557,101.7475619733462,5077.543525138261
2024-01-01 06:00:00+00:00,101.7475619733462,101.7475619733462,100.97026732065204,101.6727353771885,1918.0669784411168
2024-01-01 07:00:00+00:00,101.6727353771885,102.40990634517583,101.62079649224634,102.40990634517583,2315.5339832690292
2024-01-01 08:00:00+00:00,102.40990634517583,102.72039967267878,101.78287260442715,101.78287260442715,2121.9636473202727
2024-01-01 09:00:00+00:00,101.78287260442715,102.36002862141939,101.62038967952937,101.63860957567132,1995.6446494173833
2024-01-01 10:00:00+00:00,101.63860957567132,101.7454016303481,100.75868660712204,100.75868660712204,2951.4708841313827
2024-01-01 11:00:00+00:00,100.75868660712204,100.75868660712204,99.676100916594,99.88350175057234,3224.874704542519
2024-01-01 12:00:00+00:00,99.88350175057234,99.88350175057234,98.93062959040803,99.23258867418194,1654.0708399652333
2024-01-01 13:00:00+00:00,99.23258867418194,99.78899767566352,99.23258867418194,99.70802485419743,4188.588191462127
2024-01-01 14:00:00+00:00,99.70802485419743,99.70802485419743,99.04830498682857,99.49221389288539,4211.485781315927
2024-01-01 15:00:00+00:00,99.49221389288539,99.77349103797303,99.17451686554118,99.41060459695585,4016.4185583758126
2024-01-01 16:00:00+00:00,99.41060459695585,100.49164242047121,99.39862997461651,100.44401529076157,4175.6329569057125
2024-01-01 17:00:00+00:00,100.44401529076157,100.50848507779504,99.19971325917373,99.75458200688499,2362.749917009716
2024-01-01 18:00:00+00:00,99.75458200688499,100.2180868875491,99.67311166224242,100.2180868875491,3463.9769154785495
2024-01-01 19:00:00+00:00,100.2180868875491,100.24489813582097,99.20004785531695,99.20004785531695,4519.771566233343
2024-01-01 20:00:00+00:00,99.20004785531695,99.47417969012434,99.07516703390905,99.2816316637212,2146.4870518140624
2024-01-01 21:00:00+00:00,99.2816316637212,100.29468570006853,99.2816316637212,99.75399498575354,2811.3962998390484
2024-01-01 22:00:00+00:00,99.75399498575354,100.03856724135144,99.2757053655491,99.2757053655491,9347.514955657127
2024-01-01 23:00:00+00:00,99.2757053655491,99.93098123020722,99.2757053655491,99.93098123020722,2134.6040354968636
2024-01-02 00:00:00+00:00,99.93098123020722,101.0927388025792,99.93098123020722,100.95054815271082,2223.024038012797
2024-01-02 01:00:00+00:00,100.95054815271082,101.10667676421227,100.45192979917645,101.10667676421227,7216.6876626909425
2024-01-02 02:00:00+00:00,101.10667676421227,101.10667676421227,100.206834416312,100.29490484433005,1781.243789469834
2024-01-02 03:00:00+00:00,100.29490484433005,100.29490484433005,99.65241730100055,99.65241730100055,6384.0699941736775
2024-01-02 04:00:00+00:00,99.65241730100055,99.99419652391339,99.29164002943007,99.49096013886918,2450.3189181496537
2024-01-02 05:00:00+00:00,99.49096013886918,99.5356104080463,99.07906370771197,99.20302204855287,3388.2335086307385
2024-01-02 06:00:00+00:00,99.20302204855287,99.20302204855287,98.07309832903579,98.57314831300353,4124.796421583005
2024-01-02 07:00:00+00:00,98.57314831300353,98.57314831300353,97.50181566918585,97.50181566918585,3083.0719538533745
2024-01-02 08:00:00+00:00,97.50181566918585,97.50181566918585,95.7855045328128,95.7855045328128,4327.0665961887535
2024-01-02 09:00:00+00:00,95.7855045328128,96.57241631547588,95.7855045328128,95.86757209380362,7485.131670949623
2024-01-02 10:00:00+00:00,95.86757209380362,96.31369652948668,95.86757209380362,96.08175091034357,3937.860143942544
2024-01-02 11:00:00+00:00,96.08175091034357,96.4024344944001,95.98297724835686,96.34544076770744,7842.963935317713
2024-01-02 12:00:00+00:00,96.34544076770744,96.34544076770744,95.49703534001505,95.53524782510384,3734.6439372980626
2024-01-02 13:00:00+00:00,95.53524782510384,95.53524782510384,94.84025118579522,94.84025118579522,2302.238045132816
2024-01-02 14:00:00+00:00,94.84025118579522,95.12501144745777,94.55954320455324,94.60740899561469,7010.938160220891
2024-01-02 15:00:00+00:00,94.60740899561469,94.91460853530742,94.60740899561469,94.77208788338028,5809.02428657812
2024-01-02 16:00:00+00:00,94.77208788338028,95.44801042267964,94.55536980832238,95.44801042267964,3432.3034016088895
2024-01-02 17:00:00+00:00,95.44801042267964,96.07794626260893,95.44801042267964,95.85515414851616,1569.6797256869486
2024-01-02 18:00:00+00:00,95.85515414851616,96.09885111551795,95.85515414851616,95.89729852003993,1740.0505175289434
